CLIENT_ID,RETENTION_RATE,SERVICE_PROGRAM,SATISFACTION_SCORE,CHURN_RISK_INDICATOR,REGION,QUARTER,ENGAGEMENT_FREQUENCY,PROGRAM_TYPE,SERVICE_CATEGORY,CASE_LOAD,RENEWAL_COUNT,DROPOUT_COUNT,AVG_INTERACTION_DAYS,FIRST_CONTACT_DATE,LAST_CONTACT_DATE,REFERRAL_SOURCE,CASE_COMPLEXITY,NET_PROMOTER_SCORE,RESPONSE_TIME_HOURS,DIGITAL_ENGAGEMENT_PCT,IN_PERSON_VISITS,PHONE_INTERACTIONS,EMAIL_INTERACTIONS,BENEFITS_AMOUNT,COST_PER_CLIENT,FISCAL_YEAR,DATA_QUALITY_SCORE,LAST_UPDATED
CLT-000878,0.668,Family Support,4.0,Low,Waterloo,2025-10-01,18,Home Care,Youth,86,4,2,68.9,2020-03-02,2025-01-20,Online Portal,Simple,46,36.8,59.3,10,30,36,5004.34,32695.45,FY2025-26,78.3,2026-01-20
CLT-000879,0.647,Ontario Works,5.9,High,Ottawa,2025-10-01,4,Home Care,Housing,113,3,1,6.3,2020-03-08,2026-06-28,Hospital,Simple,10,45.2,48.8,20,24,11,24859.5,21642.68,FY2025-26,97.0,2026-03-09
CLT-000880,0.566,Home Care,5.2,High,Niagara,2024-10-01,21,Youth,Family,143,5,3,81.5,2020-06-15,2025-07-02,Self-Referral,Complex,75,21.6,66.3,4,9,10,16611.92,19322.81,FY2024-25,87.9,2026-05-30
CLT-000881,0.453,Child Care Subsidy,9.5,Medium,Central,2025-01-01,1,Home Care,Youth,125,3,0,26.2,2022-02-10,2026-04-05,Self-Referral,Simple,76,21.5,41.9,4,27,48,22339.23,16108.6,FY2024-25,80.6,2026-06-28
CLT-000882,0.851,Employment Services,6.4,Low,Durham,2026-01-01,12,Youth,Employment,72,3,2,76.4,2022-11-10,2026-07-14,Hospital,Simple,25,63.0,58.4,15,7,33,9551.25,47014.44,FY2024-25,82.3,2026-02-20
CLT-000883,0.967,Home Care,5.9,Medium,Niagara,2026-01-01,20,Community,Youth,28,1,2,54.4,2023-03-07,2026-05-12,Hospital,Simple,75,4.1,31.8,19,16,24,5020.71,48101.05,FY2025-26,88.6,2026-01-03
CLT-000884,0.626,Family Support,3.5,Medium,Waterloo,2025-10-01,6,Disability,Family,106,4,1,55.0,2024-02-18,2026-07-16,School,Simple,21,54.2,72.5,12,17,32,11867.79,25276.18,FY2025-26,75.6,2026-07-19
CLT-000885,0.656,Employment Services,3.8,Medium,Durham,2024-10-01,2,Youth,Disability,34,2,1,56.3,2024-03-07,2025-07-14,Community Agency,Simple,-4,29.3,12.5,2,9,19,1716.92,48965.55,FY2025-26,84.0,2026-04-13
CLT-000886,0.487,ODSP,9.5,Medium,Eastern,2024-04-01,10,Child Care,Disability,86,0,0,22.4,2024-07-20,2026-05-23,Other Ministry,Simple,61,60.8,50.0,1,18,39,13733.58,32576.94,FY2025-26,81.5,2026-02-10
CLT-000887,0.838,Child Care Subsidy,5.0,Low,Central,2024-10-01,2,Home Care,Disability,96,1,0,53.5,2022-09-19,2026-03-13,Family Doctor,Complex,-7,45.0,32.2,19,12,8,22926.66,28850.87,FY2025-26,97.6,2026-07-29
CLT-000888,0.42,Youth Services,5.7,Low,GTA,2024-07-01,16,Family,Disability,10,3,3,39.8,2022-12-13,2026-03-17,Other Ministry,Standard,-1,54.7,65.4,20,30,49,7614.3,42484.64,FY2024-25,77.4,2026-03-20
CLT-000889,0.69,ODSP,7.8,Medium,Eastern,2024-07-01,22,Disability,Housing,90,3,0,6.1,2022-10-13,2026-05-17,Online Portal,Simple,62,12.6,52.2,11,1,14,10766.57,38120.9,FY2025-26,75.4,2026-01-12
CLT-000890,0.487,Youth Services,8.7,High,Waterloo,2024-07-01,19,Disability,Housing,59,1,3,8.4,2021-09-02,2025-07-08,Court,Standard,15,61.0,34.4,19,0,49,7137.87,22131.34,FY2024-25,92.5,2026-05-17
CLT-000891,0.645,Child Care Subsidy,8.3,Medium,Ottawa,2024-04-01,23,Housing,Community,92,0,0,71.8,2023-07-13,2025-02-04,Other Ministry,Simple,41,50.2,91.7,5,27,34,15030.69,4844.39,FY2024-25,81.5,2026-03-07
CLT-000892,0.422,ODSP,6.8,Medium,Durham,2024-04-01,12,Family,Child Care,34,2,3,27.1,2024-01-11,2026-02-06,Other Ministry,Simple,57,48.1,88.4,1,20,31,20620.82,1131.95,FY2024-25,70.3,2026-03-04
CLT-000893,0.926,Ontario Works,7.9,Medium,Southwestern,2024-07-01,18,Youth,Employment,73,4,1,20.1,2024-07-05,2026-07-07,Self-Referral,Complex,6,42.6,43.5,5,24,47,18418.93,12688.82,FY2024-25,97.5,2026-05-20
CLT-000894,0.727,Employment Services,7.3,High,GTA,2026-01-01,18,Employment,Home Care,110,2,1,56.7,2021-11-23,2025-04-03,Family Doctor,Standard,68,31.8,61.0,6,23,15,8892.37,21458.66,FY2023-24,71.7,2026-02-18
CLT-000895,0.757,Community Living,5.0,Low,Durham,2024-04-01,14,Housing,Employment,139,5,3,89.4,2020-03-28,2025-06-22,Self-Referral,Complex,71,8.9,69.4,2,17,46,20646.96,31830.87,FY2024-25,96.0,2026-01-21
CLT-000896,0.454,Child Care Subsidy,8.5,Medium,Ottawa,2024-07-01,11,Youth,Family,22,2,1,73.0,2021-05-08,2025-07-10,Community Agency,Simple,56,47.4,12.7,14,25,43,16969.78,8787.68,FY2023-24,79.4,2026-06-03
CLT-000897,0.934,Ontario Works,6.2,Medium,Central,2025-04-01,10,Housing,Employment,146,5,1,83.1,2021-02-06,2025-03-23,Online Portal,Simple,17,28.4,16.2,19,18,21,18365.27,29252.38,FY2024-25,96.3,2026-05-05
CLT-000898,0.874,Family Support,3.9,Medium,Northern,2025-01-01,11,Community,Employment,103,1,0,16.7,2022-02-26,2025-03-17,Court,Simple,-4,27.2,79.1,14,0,13,22717.81,26329.89,FY2023-24,79.9,2026-07-28
CLT-000899,0.431,Home Care,3.3,Medium,Eastern,2025-10-01,1,Family,Employment,43,5,0,60.0,2022-05-28,2025-09-30,Self-Referral,Complex,49,42.5,10.9,6,18,2,15012.95,49433.39,FY2023-24,94.2,2026-03-02
CLT-000900,0.777,Child Care Subsidy,5.5,Low,Waterloo,2025-04-01,11,Home Care,Disability,127,2,3,64.2,2022-01-20,2025-08-25,Community Agency,Complex,63,59.4,92.4,1,1,39,18056.89,22088.77,FY2023-24,95.9,2026-04-29
CLT-000901,0.606,Community Living,9.4,High,Central,2025-04-01,9,Home Care,Employment,91,2,2,63.9,2021-11-05,2025-08-19,Community Agency,Simple,51,1.7,57.7,17,19,24,9022.59,18169.16,FY2023-24,78.5,2026-03-14
CLT-000902,0.85,Family Support,9.7,Low,Northern,2025-07-01,5,Child Care,Housing,136,0,2,64.4,2022-02-17,2025-01-13,School,Standard,-7,58.5,81.4,9,17,27,1246.84,1513.77,FY2024-25,95.9,2026-02-09
CLT-000903,0.847,Family Support,3.1,Low,Central,2024-07-01,12,Family,Employment,28,2,1,62.9,2020-05-18,2026-03-28,School,Complex,72,45.9,17.7,15,25,6,8242.82,3644.46,FY2025-26,83.2,2026-01-16
CLT-000904,0.62,Child Care Subsidy,4.7,Low,Eastern,2025-01-01,19,Family,Youth,123,4,2,9.8,2022-02-07,2025-09-28,Other Ministry,Simple,-8,49.1,37.2,14,18,3,8323.29,23551.52,FY2025-26,98.0,2026-01-21
CLT-000905,0.847,Family Support,6.0,High,Southwestern,2025-10-01,19,Disability,Community,94,3,0,52.1,2021-02-02,2025-11-27,Online Portal,Standard,60,48.4,49.1,17,30,0,9669.26,23966.66,FY2023-24,99.1,2026-07-10
CLT-000906,0.809,Community Living,8.4,Low,Durham,2025-04-01,8,Employment,Child Care,57,1,0,56.3,2022-06-04,2026-05-16,School,Simple,4,61.3,22.2,19,22,30,5711.19,34448.01,FY2023-24,87.0,2026-04-14
CLT-000907,0.571,Ontario Works,4.3,High,Northern,2025-07-01,8,Home Care,Community,127,3,1,27.0,2022-06-18,2026-04-30,School,Complex,70,11.9,71.3,10,20,9,1644.99,12676.63,FY2023-24,70.7,2026-01-25
CLT-000908,0.548,Ontario Works,3.4,High,Eastern,2025-01-01,6,Youth,Youth,45,1,2,47.0,2020-05-24,2026-06-22,Hospital,Complex,-19,57.7,51.1,10,27,5,8542.26,14167.72,FY2024-25,73.8,2026-04-10
CLT-000909,0.434,Community Living,5.2,High,Waterloo,2024-07-01,7,Disability,Child Care,17,0,3,72.0,2021-05-18,2025-08-07,Hospital,Simple,79,54.7,94.4,4,29,8,12572.7,23904.53,FY2023-24,76.1,2026-01-20
CLT-000910,0.644,Ontario Works,9.5,Medium,Southwestern,2026-01-01,1,Housing,Employment,63,4,2,9.5,2022-02-14,2025-02-05,Other Ministry,Complex,20,12.6,52.8,9,4,40,7547.77,36668.38,FY2023-24,89.2,2026-07-22
CLT-000911,0.818,Ontario Works,3.9,Medium,Southwestern,2024-04-01,22,Community,Housing,103,4,1,41.4,2022-05-10,2025-05-22,Other Ministry,Complex,-20,60.7,46.5,5,0,2,6505.2,20837.06,FY2025-26,89.9,2026-04-02
CLT-000912,0.774,Family Support,9.0,Medium,Niagara,2024-07-01,10,Housing,Youth,90,4,3,59.9,2021-03-03,2025-04-17,School,Complex,69,55.6,67.7,18,26,34,17847.65,42263.56,FY2025-26,93.7,2026-03-07
CLT-000913,0.753,Family Support,3.2,High,Waterloo,2025-07-01,11,Employment,Youth,63,1,3,70.9,2022-06-12,2025-10-31,School,Simple,-4,53.8,92.9,8,28,24,2985.02,5941.37,FY2025-26,86.4,2026-06-30
CLT-000914,0.951,ODSP,7.5,Low,Central,2025-04-01,18,Family,Disability,74,0,0,64.5,2021-01-08,2026-04-07,Family Doctor,Complex,69,71.1,84.4,4,29,12,20507.2,48636.28,FY2025-26,97.5,2026-05-08
CLT-000915,0.577,Child Care Subsidy,5.3,High,Hamilton,2026-01-01,3,Home Care,Home Care,62,3,3,9.9,2023-09-08,2026-07-14,Court,Simple,29,37.8,42.7,2,23,12,17598.74,13515.47,FY2025-26,81.1,2026-03-20
CLT-000916,0.676,Employment Services,5.7,High,Central,2025-10-01,22,Housing,Youth,109,1,1,87.5,2023-06-25,2026-04-01,Hospital,Simple,30,58.0,14.3,17,1,36,22061.4,21441.86,FY2024-25,82.0,2026-01-02
CLT-000917,0.458,Youth Services,5.4,Medium,Hamilton,2025-10-01,9,Family,Housing,143,3,2,32.9,2024-04-02,2026-01-03,Online Portal,Standard,-8,71.4,24.6,15,13,17,640.16,3562.85,FY2025-26,83.4,2026-05-14
CLT-000918,0.864,Family Support,8.5,Low,Southwestern,2024-04-01,12,Child Care,Community,107,2,2,32.6,2020-11-11,2025-06-29,Court,Standard,13,5.4,53.5,19,15,18,620.99,40282.1,FY2023-24,76.0,2026-04-15
CLT-000919,0.938,Family Support,3.1,Low,Central,2026-01-01,2,Child Care,Housing,15,1,3,21.5,2023-06-28,2025-11-02,Court,Simple,7,37.2,45.0,5,1,44,8653.22,3377.06,FY2025-26,92.1,2026-02-27
CLT-000920,0.418,Employment Services,8.1,Low,Southwestern,2024-04-01,19,Community,Child Care,131,4,3,78.8,2023-03-25,2026-05-14,Hospital,Standard,23,71.3,57.2,3,6,23,10036.39,14244.79,FY2023-24,79.0,2026-01-11
CLT-000921,0.674,Youth Services,8.1,Medium,Hamilton,2025-04-01,17,Employment,Family,137,5,1,53.7,2023-10-18,2025-01-20,Other Ministry,Complex,60,54.9,13.8,13,0,10,18072.06,13297.76,FY2023-24,89.5,2026-07-27
CLT-000922,0.905,Home Care,9.6,Medium,Durham,2024-10-01,11,Youth,Employment,129,1,2,18.1,2021-04-10,2025-04-09,Online Portal,Complex,38,34.2,55.3,14,11,39,9449.84,47482.34,FY2025-26,79.3,2026-05-12
CLT-000923,0.931,Employment Services,9.8,High,Durham,2024-10-01,7,Employment,Home Care,91,5,3,64.2,2024-07-08,2025-10-11,Community Agency,Complex,33,11.9,65.0,7,5,27,1262.64,32498.43,FY2025-26,86.5,2026-07-03
CLT-000924,0.767,Employment Services,4.1,Medium,Hamilton,2025-04-01,17,Disability,Child Care,123,1,0,37.6,2021-01-07,2025-08-07,Community Agency,Standard,-9,70.7,55.0,2,14,34,12765.99,15450.15,FY2023-24,96.6,2026-07-30
CLT-000925,0.613,Youth Services,6.8,Medium,Waterloo,2024-04-01,14,Home Care,Disability,44,3,1,23.7,2022-08-28,2025-05-02,Online Portal,Complex,44,68.1,12.3,4,28,10,6085.98,34286.17,FY2025-26,71.7,2026-07-01
CLT-000926,0.879,Family Support,5.2,Medium,Durham,2026-01-01,2,Youth,Housing,124,4,2,64.8,2020-05-24,2026-04-01,Family Doctor,Standard,20,22.9,60.4,2,26,34,13749.28,34589.04,FY2024-25,92.5,2026-04-29
CLT-000927,0.703,Youth Services,7.0,Medium,Hamilton,2024-04-01,18,Youth,Family,140,4,3,19.3,2023-01-31,2025-08-04,Court,Complex,45,32.2,27.5,0,27,9,24007.38,34577.14,FY2024-25,72.4,2026-03-02
CLT-000928,0.75,ODSP,4.2,High,Waterloo,2024-04-01,21,Family,Child Care,150,4,0,18.1,2023-03-07,2026-07-07,Family Doctor,Complex,80,55.0,53.4,4,26,1,16396.97,24934.26,FY2024-25,81.6,2026-07-14
CLT-000929,0.901,Ontario Works,8.9,Low,Hamilton,2024-10-01,8,Housing,Home Care,46,3,1,24.0,2023-12-17,2026-06-08,Family Doctor,Complex,18,43.9,48.6,1,7,45,8246.48,21615.43,FY2024-25,83.8,2026-06-07
CLT-000930,0.644,Home Care,9.8,Low,Central,2025-07-01,23,Housing,Employment,134,3,1,67.9,2024-04-17,2025-06-24,School,Simple,21,24.0,63.7,10,14,43,22674.17,18516.34,FY2025-26,72.8,2026-05-03
CLT-000931,0.765,Home Care,6.5,High,Southwestern,2025-04-01,2,Youth,Family,140,4,1,13.9,2020-06-05,2025-11-15,Community Agency,Standard,41,68.5,65.4,3,24,9,23437.12,48911.07,FY2024-25,95.5,2026-02-20
CLT-000932,0.636,Community Living,3.8,High,Niagara,2024-07-01,24,Employment,Housing,125,4,3,50.7,2020-10-18,2025-08-26,Court,Complex,14,26.0,53.6,8,13,30,14575.37,15378.78,FY2023-24,94.6,2026-04-19
CLT-000933,0.828,Family Support,9.5,Low,Ottawa,2025-10-01,7,Home Care,Family,132,1,3,48.0,2021-03-02,2025-05-02,Other Ministry,Complex,43,26.7,70.0,5,19,45,16899.32,33464.77,FY2023-24,73.1,2026-04-11
CLT-000934,0.967,Home Care,7.8,Low,Waterloo,2024-07-01,11,Family,Youth,51,1,1,19.9,2020-07-04,2026-01-20,Other Ministry,Simple,50,25.3,72.8,17,7,37,11105.08,20064.0,FY2024-25,97.3,2026-03-18
CLT-000935,0.572,Family Support,8.8,High,Southwestern,2025-10-01,6,Child Care,Family,101,4,2,60.3,2023-07-08,2026-05-14,Court,Complex,58,8.7,15.4,0,10,0,23733.46,44980.43,FY2023-24,85.4,2026-01-25
CLT-000936,0.639,ODSP,7.4,Medium,Ottawa,2025-01-01,10,Youth,Housing,108,5,0,64.9,2021-06-06,2026-07-30,School,Complex,42,58.5,34.5,4,18,46,21556.0,27264.71,FY2024-25,89.9,2026-03-03
CLT-000937,0.973,Ontario Works,8.5,Medium,Central,2024-04-01,19,Community,Home Care,39,4,1,40.3,2022-07-15,2026-04-16,Community Agency,Complex,75,27.5,45.3,13,30,4,536.64,49871.71,FY2025-26,81.8,2026-03-03
CLT-000938,0.564,Ontario Works,3.9,Low,Northern,2025-01-01,9,Employment,Child Care,63,5,3,87.6,2023-02-08,2025-08-15,Family Doctor,Standard,25,44.6,11.4,15,27,28,15549.57,17042.49,FY2025-26,79.1,2026-07-28
CLT-000939,0.638,Employment Services,5.0,High,Northern,2025-01-01,8,Family,Child Care,127,2,3,82.2,2022-06-08,2025-11-11,Hospital,Standard,-14,8.4,42.6,15,24,8,9800.45,4257.73,FY2025-26,93.5,2026-04-02
CLT-000940,0.834,Family Support,9.1,High,Central,2025-07-01,19,Home Care,Home Care,134,5,3,36.9,2021-06-22,2025-04-05,Court,Complex,-15,2.4,88.8,17,10,0,24333.67,37404.6,FY2024-25,80.3,2026-07-06
CLT-000941,0.826,Home Care,8.7,Medium,Southwestern,2025-04-01,18,Community,Housing,46,1,1,53.7,2021-09-07,2026-04-26,School,Simple,-12,18.6,40.7,12,23,47,17546.03,19315.78,FY2024-25,78.8,2026-08-01
CLT-000942,0.517,Youth Services,3.6,Medium,Waterloo,2026-01-01,17,Housing,Family,64,0,1,79.4,2020-01-17,2025-10-24,Self-Referral,Complex,21,20.9,47.5,20,13,27,2821.59,10521.64,FY2025-26,85.9,2026-04-06
CLT-000943,0.696,Ontario Works,3.7,High,Durham,2026-01-01,8,Child Care,Youth,62,4,0,32.6,2020-05-12,2025-09-14,School,Standard,41,38.7,24.5,3,30,0,12404.19,27876.66,FY2025-26,83.7,2026-01-12
CLT-000944,0.763,Family Support,7.3,Medium,Niagara,2025-04-01,5,Family,Housing,23,3,0,17.1,2022-05-26,2025-07-22,School,Complex,-11,27.1,32.4,6,0,25,1314.39,10049.62,FY2023-24,75.6,2026-05-09
CLT-000945,0.655,Youth Services,9.6,High,Central,2024-04-01,22,Family,Home Care,53,2,0,13.1,2024-06-02,2025-06-07,Self-Referral,Standard,32,34.8,18.8,2,8,20,18594.12,28753.1,FY2023-24,72.9,2026-04-13
CLT-000946,0.65,Home Care,4.4,High,Durham,2024-10-01,5,Home Care,Home Care,81,0,0,89.3,2021-04-20,2025-05-14,Hospital,Complex,2,3.9,42.1,20,0,6,24041.57,37218.85,FY2023-24,95.5,2026-01-30
CLT-000947,0.847,Employment Services,6.6,Low,Eastern,2024-07-01,7,Disability,Home Care,103,1,3,86.2,2020-08-27,2025-08-08,Hospital,Simple,73,43.2,38.5,13,21,18,8664.79,11612.34,FY2023-24,85.0,2026-03-18
CLT-000948,0.856,Employment Services,7.1,Medium,GTA,2024-10-01,9,Community,Community,59,2,1,68.4,2024-02-03,2026-01-01,School,Standard,76,32.9,67.0,20,28,15,7279.83,29069.57,FY2025-26,88.8,2026-02-15
CLT-000949,0.767,Home Care,5.4,Low,Central,2024-10-01,13,Community,Family,95,4,0,27.7,2024-04-13,2026-02-04,Hospital,Standard,80,18.1,64.4,1,19,26,10703.98,6156.09,FY2024-25,93.5,2026-04-05
CLT-000950,0.529,Family Support,8.8,High,Central,2024-10-01,10,Housing,Youth,110,3,2,61.7,2021-11-23,2025-08-02,Family Doctor,Simple,77,45.8,75.1,17,28,21,18824.47,8550.7,FY2023-24,96.3,2026-07-01
CLT-000951,0.845,Family Support,6.4,High,Northern,2025-04-01,4,Family,Housing,30,1,3,78.4,2023-11-30,2026-03-05,School,Complex,60,39.6,29.1,8,6,42,7522.17,27877.91,FY2025-26,92.5,2026-03-05
CLT-000952,0.795,Ontario Works,5.8,Low,Niagara,2024-10-01,10,Housing,Disability,149,5,0,40.3,2021-12-26,2025-08-18,Community Agency,Simple,30,64.6,53.8,6,22,29,2665.42,12997.31,FY2024-25,94.2,2026-05-02
CLT-000953,0.477,Ontario Works,6.2,Low,GTA,2024-07-01,9,Community,Housing,14,4,1,37.9,2021-07-17,2025-08-01,Community Agency,Simple,-5,70.5,43.8,6,18,49,7797.33,38889.78,FY2024-25,75.5,2026-06-14
CLT-000954,0.564,Child Care Subsidy,8.1,High,Northern,2025-10-01,23,Youth,Family,113,1,1,55.8,2022-07-31,2025-05-23,Court,Simple,7,28.8,58.7,16,27,42,2458.13,33720.71,FY2023-24,89.3,2026-06-29
CLT-000955,0.938,Employment Services,6.9,Low,Waterloo,2025-10-01,15,Employment,Community,150,1,1,32.9,2023-05-13,2025-04-24,Self-Referral,Simple,29,8.2,39.7,18,0,7,10333.13,36202.35,FY2025-26,88.0,2026-07-07
CLT-000956,0.745,ODSP,4.3,Low,Southwestern,2025-04-01,7,Housing,Community,133,5,1,86.3,2021-07-14,2026-07-01,Community Agency,Standard,-15,59.5,56.4,8,2,46,2020.87,4486.78,FY2024-25,84.8,2026-02-25
CLT-000957,0.422,Employment Services,9.2,Low,Ottawa,2025-10-01,1,Youth,Child Care,16,0,2,60.8,2020-11-26,2025-02-09,Hospital,Complex,51,59.9,45.5,13,29,7,10402.86,27670.27,FY2023-24,92.4,2026-01-19
CLT-000958,0.917,Ontario Works,4.7,Low,Ottawa,2025-01-01,9,Family,Youth,76,1,0,22.8,2021-02-08,2025-03-18,Family Doctor,Simple,69,34.7,93.7,3,15,37,2942.39,46118.25,FY2024-25,71.8,2026-03-24
CLT-000959,0.864,ODSP,8.8,Low,Hamilton,2024-07-01,7,Home Care,Child Care,89,0,1,30.8,2022-08-08,2025-01-05,Hospital,Complex,51,57.9,17.5,2,3,8,21089.38,23509.45,FY2025-26,79.0,2026-02-04
CLT-000960,0.936,ODSP,8.3,High,Eastern,2025-10-01,16,Family,Housing,107,2,3,20.9,2020-05-26,2025-09-02,Community Agency,Simple,61,36.2,62.2,3,21,24,3491.8,29302.17,FY2024-25,75.1,2026-06-14
CLT-000961,0.49,Youth Services,4.9,Low,Ottawa,2025-01-01,3,Family,Disability,94,0,3,55.7,2022-06-06,2025-07-09,Family Doctor,Simple,32,39.7,79.2,10,5,20,4799.76,33143.41,FY2025-26,79.4,2026-01-20
CLT-000962,0.401,Youth Services,4.9,High,Ottawa,2026-01-01,19,Youth,Family,119,3,2,48.1,2023-05-09,2025-08-15,Self-Referral,Simple,27,8.1,94.2,10,13,28,9022.77,33506.99,FY2024-25,76.2,2026-04-04
CLT-000963,0.859,Employment Services,9.0,Low,Hamilton,2024-07-01,15,Home Care,Community,113,1,2,39.4,2020-02-23,2025-09-23,Family Doctor,Simple,40,2.1,13.6,9,27,41,23064.04,6450.35,FY2023-24,70.2,2026-07-29
CLT-000964,0.623,Family Support,8.9,Medium,GTA,2026-01-01,4,Employment,Employment,115,3,0,62.1,2024-07-05,2025-04-13,Online Portal,Simple,48,10.6,50.1,5,6,32,18142.82,6964.02,FY2025-26,74.8,2026-02-28
CLT-000965,0.484,Child Care Subsidy,4.2,High,Northern,2025-04-01,1,Youth,Housing,93,1,1,35.4,2023-05-26,2025-11-01,Self-Referral,Simple,14,7.1,71.7,17,8,28,15330.82,6675.28,FY2024-25,96.7,2026-01-27
CLT-000966,0.816,Home Care,5.4,Low,Central,2025-01-01,11,Housing,Home Care,52,5,1,83.5,2020-01-16,2026-03-24,Court,Simple,61,50.6,66.5,15,17,2,15170.48,23753.7,FY2023-24,70.9,2026-05-19
CLT-000967,0.41,ODSP,3.2,Medium,Ottawa,2025-04-01,23,Family,Disability,87,0,2,79.1,2020-09-15,2026-06-07,Community Agency,Complex,13,21.1,57.2,14,9,46,22152.76,7315.75,FY2023-24,75.3,2026-06-14
CLT-000968,0.701,Home Care,3.2,Low,Central,2026-01-01,18,Employment,Disability,128,4,0,61.7,2020-07-18,2025-08-16,Online Portal,Standard,10,59.3,44.2,18,0,20,20450.87,28074.93,FY2024-25,97.4,2026-07-20
CLT-000969,0.62,Employment Services,7.7,Low,Durham,2025-04-01,6,Employment,Community,120,4,0,63.6,2022-01-05,2025-06-06,Family Doctor,Simple,28,5.3,14.1,10,13,29,6394.52,23165.01,FY2024-25,81.1,2026-01-12
CLT-000970,0.449,Youth Services,4.0,Medium,Ottawa,2025-01-01,14,Child Care,Youth,24,1,2,23.7,2020-02-11,2026-06-09,Court,Simple,41,52.2,62.4,5,20,39,21297.55,15492.29,FY2024-25,83.8,2026-05-08
CLT-000971,0.907,Child Care Subsidy,5.2,Low,Durham,2025-04-01,22,Home Care,Disability,46,2,1,23.1,2022-11-15,2025-01-05,Self-Referral,Standard,-10,33.0,20.7,3,23,21,8879.2,47172.55,FY2024-25,88.0,2026-03-25
CLT-000972,0.715,Youth Services,6.1,High,GTA,2025-10-01,6,Housing,Community,13,1,2,19.0,2022-07-15,2025-03-04,School,Simple,8,47.5,62.7,10,21,38,7632.36,9882.87,FY2023-24,95.4,2026-03-24
CLT-000973,0.778,Child Care Subsidy,6.6,Low,GTA,2025-04-01,1,Home Care,Community,110,1,0,42.6,2020-07-22,2026-05-13,Court,Simple,56,10.4,21.1,9,2,26,11868.26,46452.95,FY2023-24,97.2,2026-04-02
CLT-000974,0.804,Child Care Subsidy,9.1,Medium,Waterloo,2025-01-01,16,Employment,Community,66,1,2,68.9,2021-03-17,2025-05-05,School,Complex,0,36.3,35.7,11,0,11,4204.98,21481.36,FY2025-26,87.6,2026-01-28
CLT-000975,0.74,Home Care,4.4,High,Eastern,2026-01-01,20,Housing,Child Care,25,0,0,59.9,2021-01-11,2025-12-16,Family Doctor,Simple,28,11.0,81.5,12,22,45,17086.87,35300.68,FY2023-24,85.4,2026-04-05
CLT-000976,0.609,Employment Services,3.0,Medium,Waterloo,2024-10-01,8,Employment,Youth,98,5,1,16.6,2021-04-24,2025-03-26,Family Doctor,Complex,60,34.0,87.9,17,24,4,7479.16,19465.38,FY2024-25,92.0,2026-03-04
CLT-000977,0.662,ODSP,7.2,Medium,Eastern,2024-07-01,3,Housing,Housing,119,3,3,33.9,2021-12-06,2025-07-01,Online Portal,Complex,77,30.4,20.6,18,5,35,2620.24,35314.37,FY2024-25,84.3,2026-01-15
CLT-000978,0.64,ODSP,8.4,High,GTA,2024-10-01,5,Disability,Child Care,39,3,3,58.2,2023-10-24,2026-03-29,Self-Referral,Standard,60,59.6,63.8,6,10,15,3819.34,10722.7,FY2024-25,73.7,2026-04-02
CLT-000979,0.746,ODSP,8.9,Medium,Durham,2025-04-01,21,Family,Community,66,3,0,12.1,2020-11-07,2025-11-16,School,Simple,-15,2.6,73.4,14,26,21,19436.27,13037.25,FY2025-26,86.9,2026-06-28
CLT-000980,0.488,Home Care,7.8,Low,Eastern,2024-10-01,9,Community,Family,138,3,3,57.1,2020-09-16,2026-05-06,Court,Simple,42,47.6,27.1,15,13,21,14468.05,44236.85,FY2024-25,96.9,2026-05-15
CLT-000981,0.482,ODSP,3.7,Medium,GTA,2025-10-01,12,Home Care,Community,110,2,1,41.6,2024-06-12,2025-08-14,Other Ministry,Simple,-2,35.4,94.4,10,30,22,5904.88,40582.13,FY2023-24,84.7,2026-04-04
CLT-000982,0.797,Youth Services,9.3,Medium,Waterloo,2026-01-01,14,Youth,Housing,140,2,3,18.6,2021-07-24,2025-10-22,Other Ministry,Simple,-18,22.4,63.2,10,0,26,14675.56,48564.04,FY2024-25,79.8,2026-05-17
CLT-000983,0.948,ODSP,4.0,High,GTA,2025-10-01,5,Housing,Community,136,1,1,67.9,2023-12-09,2025-01-23,Online Portal,Complex,79,15.9,68.2,8,27,8,2287.26,29200.87,FY2024-25,83.1,2026-07-20
CLT-000984,0.787,Ontario Works,4.3,Low,Southwestern,2026-01-01,15,Employment,Youth,98,3,3,77.9,2020-10-07,2026-01-18,Community Agency,Complex,17,50.4,14.4,0,6,14,16418.39,26955.29,FY2023-24,78.8,2026-05-23
CLT-000985,0.802,Child Care Subsidy,8.3,Low,Hamilton,2024-10-01,23,Employment,Youth,91,0,3,46.5,2024-04-17,2026-04-01,Self-Referral,Standard,5,29.6,28.7,4,27,50,24498.54,26490.78,FY2023-24,70.1,2026-01-18
CLT-000986,0.983,Child Care Subsidy,3.2,Low,Durham,2025-04-01,17,Youth,Home Care,109,2,1,22.4,2024-03-21,2025-08-06,Family Doctor,Standard,66,41.7,11.9,16,5,44,13736.3,20868.11,FY2025-26,92.2,2026-01-22
CLT-000987,0.811,Family Support,3.1,Medium,Southwestern,2025-04-01,14,Home Care,Employment,104,3,2,53.3,2020-04-16,2025-04-27,School,Simple,13,44.9,74.9,2,29,36,23297.95,19335.82,FY2025-26,99.1,2026-01-01
